,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.015625,,
10^3-10^4,,,,0.0112994350282,0.78125,1.0,
10^2-10^3,,0.00117027501463,0.0505719446117,0.785310734463,0.203125,,
10^1-10^2,,0.203627852545,0.708609271523,0.188323917137,,,
submicroscopic,,0.79520187244,0.208308248043,0.0131826741996,,,
truezero,1.0,,0.0325105358218,0.00188323917137,,,
