,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.00847457627119,0.5,
10^3-10^4,,,,0.0196850393701,0.593220338983,0.5,
10^2-10^3,,0.00518731988473,0.0590182018753,0.681102362205,0.381355932203,,
10^1-10^2,,0.225360230548,0.640926640927,0.284776902887,0.00847457627119,,
submicroscopic,,0.735446685879,0.249310535025,0.00918635170604,,,
truezero,1.0,0.0340057636888,0.0507446221732,0.00524934383202,0.00847457627119,,
