,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.0168067226891,,
10^3-10^4,,,0.00227790432802,0.0373831775701,0.218487394958,1.0,
10^2-10^3,,0.0113568439928,0.0466970387244,0.428571428571,0.605042016807,,
10^1-10^2,,0.220561864913,0.513667425968,0.429906542056,0.142857142857,,
submicroscopic,,0.632994620442,0.328587699317,0.0574098798398,,,
truezero,1.0,0.135086670652,0.108769931663,0.0467289719626,0.0168067226891,,
