,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.019512195122,0.769230769231,
10^3-10^4,,,0.0133928571429,0.143396226415,0.89756097561,0.230769230769,
10^2-10^3,,0.0131048387097,0.294642857143,0.766037735849,0.0829268292683,,
10^1-10^2,,0.0967741935484,0.526785714286,0.0830188679245,,,
submicroscopic,,0.890120967742,0.142857142857,0.00754716981132,,,
truezero,1.0,,0.0223214285714,,,,
