,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.0307692307692,,
10^3-10^4,,,0.00194678780013,0.0508806262231,0.246153846154,0.5,
10^2-10^3,,0.0142768466791,0.0408825438027,0.432485322896,0.584615384615,0.5,
10^1-10^2,,0.225325884544,0.458792991564,0.424657534247,0.123076923077,,
submicroscopic,,0.581005586592,0.373134328358,0.0626223091977,0.0153846153846,,
truezero,1.0,0.179391682185,0.125243348475,0.0293542074364,,,
