,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.017094017094,,
10^3-10^4,,,0.000563063063063,0.0285714285714,0.435897435897,1.0,
10^2-10^3,,0.00702987697715,0.0506756756757,0.577922077922,0.529914529915,,
10^1-10^2,,0.217926186292,0.598536036036,0.348051948052,,,
submicroscopic,,0.709431751611,0.283783783784,0.0324675324675,,,
truezero,1.0,0.0656121851201,0.0664414414414,0.012987012987,0.017094017094,,
