,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.030303030303,,
10^3-10^4,,,,0.0262096774194,0.166666666667,,
10^2-10^3,,0.00735785953177,0.0293706293706,0.364919354839,0.409090909091,1.0,
10^1-10^2,,0.224080267559,0.393006993007,0.443548387097,0.363636363636,,
submicroscopic,,0.498996655518,0.38951048951,0.127016129032,,,
truezero,1.0,0.269565217391,0.188111888112,0.0383064516129,0.030303030303,,
