,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.0322580645161,,
10^3-10^4,,,0.000628535512256,0.0415879017013,0.516129032258,1.0,
10^2-10^3,,0.00549450549451,0.0496543054683,0.604914933837,0.451612903226,,
10^1-10^2,,0.210012210012,0.600251414205,0.317580340265,,,
submicroscopic,,0.721001221001,0.282840980515,0.0264650283554,,,
truezero,1.0,0.0634920634921,0.0666247642992,0.00945179584121,,,
