,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.0147928994083,0.666666666667,
10^3-10^4,,,0.00143953934741,0.0439252336449,0.852071005917,0.333333333333,
10^2-10^3,,0.00575125808771,0.0820537428023,0.793457943925,0.133136094675,,
10^1-10^2,,0.172178289001,0.68905950096,0.151401869159,,,
submicroscopic,,0.822070452912,0.197216890595,0.00934579439252,,,
truezero,1.0,,0.0302303262956,0.0018691588785,,,
