,truezero,submicroscopic,10^1-10^2,10^2-10^3,10^3-10^4,10^4-10^5,10^5-10^6
10^5-10^6,,,,,,,
10^4-10^5,,,,,0.00854700854701,,
10^3-10^4,,,,0.0116580310881,0.777777777778,1.0,
10^2-10^3,,0.00112485939258,0.0562770562771,0.800518134715,0.213675213675,,
10^1-10^2,,0.213160854893,0.708333333333,0.174870466321,,,
submicroscopic,,0.785714285714,0.204004329004,0.0103626943005,,,
truezero,1.0,,0.0313852813853,0.00259067357513,,,
